# OpenSignals Text File Format
# {"00:07:80:3B:46:63": {"sensor": ["EMG", "EMG", "EMG", "EMG", "EMG"], "device name": "00:07:80:3B:46:63", "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4", "CH5"], "sync interval": 2, "time": "10:52:44.358", "comments": "", "device connection": "BTH00:07:80:3B:46:63", "channels": [1, 2, 3, 4, 5], "date": "2017-4-28", "mode": 0, "digital IO": [0, 1], "firmware version": 770, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["CH1", "CH2", "CH3", "CH4", "CH5"], "resolution": [16, 16, 16, 16, 16], "special": [{}, {}, {}, {}, {}]}}
# EndOfHeader
0	0	30043	32668	36027	32747	32967	
1	0	29937	32835	34871	32731	32965	
2	0	30693	32653	34055	32713	32743	
3	0	30934	32484	34741	32774	32708	
4	0	32478	32636	33702	32826	32731	
5	0	34630	32638	32152	32696	32846	
6	0	36046	32815	32711	32849	32768	
7	0	36124	32819	33895	32791	32757	
8	0	35434	32815	33723	32873	32952	
9	0	33193	32698	31293	32899	32920	
10	0	31079	32631	29264	32849	32833	
11	0	29648	32695	31372	32850	32734	
12	0	29340	32699	34039	32703	32789	
13	0	30537	32664	34071	32791	32950	
14	0	32153	32387	33975	32711	32930	
15	0	33607	32610	32301	32847	32945	
16	0	34594	32352	26991	32933	32784	
17	0	34660	32515	26759	32891	32719	
18	0	34339	32530	30981	32882	32964	
19	0	33819	32749	33282	32668	32923	
20	0	33799	32683	34714	32711	32759	
21	0	33923	32679	35090	32671	32762	
22	0	34195	32605	34811	32751	32726	
23	0	33757	32597	34277	32741	32795	
24	0	32325	32631	33814	32833	32975	
25	0	31348	32743	33113	32870	32946	
26	0	31051	32751	31809	32740	32926	
27	0	31885	32635	32738	32843	32808	
28	0	32306	32745	34345	32789	32687	
29	0	32869	32583	34798	32857	32639	
30	0	32915	32645	35245	32817	32847	
31	0	32168	32615	35651	32853	32979	
32	0	32144	32745	34577	32819	32847	
33	0	32499	32931	33719	32799	32769	
34	0	32090	32683	32694	32835	32735	
35	0	31006	32647	31170	32831	32676	
36	0	30771	32559	28335	32920	32883	
37	0	30864	32555	29935	32693	32951	
38	0	31558	32571	31039	32787	32967	
39	0	32245	32386	32001	32703	32851	
40	0	33226	32566	33799	32743	32726	
41	0	33860	32791	35567	32775	32723	
42	0	33616	32573	34535	32869	32937	
43	0	33222	32615	32041	32885	33011	
44	0	33530	32656	32424	32839	32951	
45	0	34640	32822	31599	32775	32719	
46	0	34625	32727	31423	32664	32695	
47	0	33653	32525	32039	32758	32903	
48	0	32998	32579	32790	32735	33020	
49	0	32150	32613	30427	32851	32727	
50	0	31833	32681	28743	32891	32822	
51	0	32253	32582	31977	32907	32935	
52	0	32880	32697	34159	32839	32903	
53	0	33397	32639	34982	32745	32823	
54	0	33677	32807	34845	32809	32753	
55	0	33446	32609	34162	32743	32745	
56	0	32171	32685	35049	32805	32727	
57	0	31137	32677	35687	32832	32691	
58	0	31689	32611	35683	32835	32811	
59	0	33124	32573	35359	32804	32967	
60	0	33860	32579	33197	32685	32742	
61	0	33344	32591	32985	32707	32845	
62	0	32058	32343	32938	32690	32992	
63	0	31535	32581	30057	32510	32943	
64	0	31860	32631	26343	32621	32741	
65	0	32760	32837	24671	32719	32682	
66	0	33825	32981	29025	32627	32967	
67	0	34887	32819	30572	32818	32927	
68	0	35264	32853	29366	33007	32696	
69	0	33808	32747	31209	33059	32797	
70	0	32413	32732	33510	32979	32923	
71	0	31450	32619	35617	32765	32919	
72	0	31393	32625	35975	32754	32812	
73	0	32481	32475	36103	32719	32731	
74	0	32990	32681	34227	32812	32651	
75	0	32957	32755	32903	32634	32939	
76	0	33322	32809	34203	32875	32775	
77	0	33152	32667	36290	32851	32791	
78	0	32218	32561	36631	32775	32927	
79	0	31337	32691	36719	32683	32735	
80	0	31231	32479	36350	32696	32923	
81	0	31922	32575	32038	32711	32899	
82	0	33414	32455	28929	32760	32707	
83	0	34208	32512	30703	32849	32722	
84	0	34320	32355	31565	32913	32807	
85	0	34311	32477	31128	32883	32982	
86	0	33458	32577	31973	32817	32889	
87	0	31894	32813	29145	32736	32775	
88	0	31074	32937	27731	32809	32848	
89	0	31771	32839	31730	32744	32973	
90	0	33300	32985	32990	32655	32993	
91	0	33684	32979	34530	32653	32949	
92	0	32601	32871	32954	32706	32833	
93	0	31418	32827	32151	32921	32735	
94	0	31158	32801	34311	32821	32950	
95	0	31739	32941	35206	32749	32912	
96	0	33882	32899	35360	32678	32731	
97	0	35084	32711	33525	32805	32809	
98	0	34656	32446	31382	32630	32967	
99	0	34160	32185	29883	32745	32945	
100	0	34455	32361	29319	32750	32863	
101	0	34422	32351	31071	32774	32701	
102	0	33280	32362	33270	32805	32871	
103	0	32422	32540	34823	32791	32950	
104	0	32004	32351	35035	32879	32775	
105	0	31374	32594	34939	32740	32722	
106	0	31208	32583	35137	32749	32788	
107	0	31253	32883	36250	32771	32960	
108	0	31239	32594	36383	32914	32949	
109	0	31222	32695	34487	32850	32873	
110	0	31196	32728	27879	32896	32789	
111	0	31189	32539	26937	32902	32711	
112	0	32048	32603	28445	32638	32667	
113	0	34200	32579	31620	32746	32757	
114	0	35543	32674	32847	32592	32944	
115	0	35713	32562	33330	32647	32977	
116	0	35125	32661	32825	32647	33017	
117	0	34013	32546	33175	32825	32934	
118	0	32730	32634	33947	33039	32920	
119	0	31002	32839	34867	32911	32696	
120	0	30121	32869	35319	32839	32775	
121	0	29768	32903	35802	32759	32926	
122	0	29953	32694	34747	32749	32827	
123	0	30855	32717	32801	32719	32775	
124	0	30917	32533	29683	32835	32827	
125	0	30724	32663	29621	32690	32792	
126	0	31920	32867	31085	32795	32967	
127	0	33902	32661	31858	32733	32845	
128	0	36374	32563	33183	32803	32671	
129	0	37262	32498	34392	32775	32827	
130	0	36895	32677	34387	32815	32962	
131	0	36125	32639	34982	32767	32899	
132	0	34880	32571	36391	32807	32767	
133	0	33149	32775	33829	32795	32710	
134	0	32148	32839	28679	32872	32679	
135	0	31882	32741	26797	32763	32803	
136	0	31712	32775	27905	32790	32961	
137	0	31303	32547	30727	32773	32919	
138	0	31302	32723	33298	32855	32680	
139	0	31444	32719	32892	32889	32797	
140	0	31042	32647	32711	32818	32963	
141	0	31344	32643	33707	32880	32845	
142	0	32258	32543	34151	32762	32711	
143	0	33316	32597	33518	32890	32775	
144	0	34064	32697	32839	32765	32954	
145	0	33660	32583	32875	32825	32940	
146	0	33227	32619	33275	32775	32737	
147	0	33030	32351	33153	32768	32947	
148	0	33362	32473	33473	32813	32928	
149	0	33330	32423	33536	32794	32827	
150	0	32902	32697	33745	32855	32691	
151	0	32101	32815	33625	32705	32775	
152	0	31428	32819	33530	32787	32866	
153	0	31870	32861	33235	32741	33003	
154	0	32342	32775	33163	32775	32927	
155	0	33134	32890	32755	32711	32743	
156	0	33308	32934	31995	32749	32706	
157	0	33351	32775	32697	32733	32915	
158	0	33367	32751	32315	32771	32933	
159	0	33653	32382	31725	32885	32977	
160	0	33565	32379	32306	32792	32967	
161	0	32491	32368	33111	32839	32839	
162	0	31485	32518	33740	32803	32699	
163	0	30546	32615	33979	32809	32720	
164	0	30152	32531	34112	32775	32894	
165	0	30097	32551	34738	32775	33009	
166	0	30565	32775	35861	32734	33027	
167	0	31694	32731	36356	32775	32950	
168	0	32524	32833	35567	32766	32927	
169	0	33287	32525	32813	32877	32997	
170	0	34175	32741	30739	32764	32728	
171	0	35501	32709	29932	32922	32706	
172	0	36141	32787	28152	32735	32827	
173	0	36065	32681	26909	32719	32795	
174	0	35276	32640	26823	32697	32953	
175	0	33961	32445	28285	32815	32931	
176	0	32795	32719	31555	32835	32765	
177	0	32013	32819	33177	32848	32679	
178	0	32221	32761	32329	32975	32851	
179	0	32916	32670	28749	32801	32927	
180	0	32926	32483	29286	32632	32909	
181	0	32637	32683	32807	32593	32903	
182	0	33032	32455	35800	32675	32717	
183	0	33388	32557	36017	32687	32918	
184	0	32170	32560	33547	32713	32913	
185	0	31268	32760	34308	32775	32939	
186	0	30724	32869	35591	32809	32860	
187	0	30746	32704	34965	32839	32835	
188	0	31847	32789	34259	33001	32687	
189	0	32967	32555	33723	32841	32737	
190	0	34910	32667	34756	32809	32741	
191	0	36243	32589	34232	32801	32823	
192	0	35877	32515	33863	32922	32994	
193	0	34564	32571	32751	32869	32958	
194	0	33024	32619	31724	32865	32683	
195	0	31860	32711	31499	32775	32903	
196	0	31500	32509	30480	32871	32918	
197	0	31795	32765	32351	32861	32725	
198	0	32595	32667	32263	32662	33019	
199	0	33246	32623	32285	32687	32823	
200	0	33188	32775	33127	32620	32755	
201	0	32517	32608	34978	32570	32967	
202	0	31613	32610	35371	32654	32883	
203	0	30368	32642	35299	32861	32731	
204	0	30226	32757	34469	33059	32767	
205	0	30716	32819	34053	32855	32679	
206	0	31392	32751	31815	32803	32801	
207	0	31968	32829	29955	32639	32847	
208	0	32966	32607	28867	32839	32985	
209	0	34094	32625	29793	32711	32888	
210	0	35081	32627	32197	32805	32897	
211	0	35923	32407	32101	32741	32775	
212	0	36423	32365	32429	32843	32823	
213	0	35525	32339	32775	32839	32933	
214	0	33404	32575	33523	32743	32825	
215	0	31872	32423	34281	32767	32743	
216	0	30964	32697	33507	32663	32766	
217	0	30566	32657	32416	32759	32881	
218	0	30574	32801	30505	32799	32902	
219	0	30808	32850	31079	32765	32886	
220	0	31112	32673	33132	32883	32891	
221	0	31184	32822	32967	32722	32945	
222	0	31416	32647	32973	32775	32870	
223	0	31978	32839	33799	32839	32775	
224	0	32789	32861	33123	32813	32735	
225	0	33799	32676	32935	32837	32861	
226	0	34342	32615	34279	32749	32883	
227	0	34632	32300	34855	32809	32963	
228	0	34109	32341	35207	32847	32931	
229	0	33119	32391	35057	32882	32927	
230	0	32675	32607	33275	32918	32775	
231	0	32325	32535	31809	32679	32815	
232	0	31333	32699	31707	32717	32772	
233	0	30540	32943	32321	32787	32839	
234	0	30361	33023	31329	32863	32967	
235	0	31049	32793	30726	32972	32939	
236	0	32058	32683	32443	32937	32691	
237	0	33304	32640	33150	32931	32675	
238	0	34896	32476	33671	32775	32691	
239	0	35860	32667	33711	32829	32697	
240	0	36524	32751	32508	32833	32743	
241	0	36601	32687	30383	32711	32827	
242	0	35585	32717	32247	32797	32923	
243	0	34102	32694	33607	32657	33028	
244	0	32029	32733	33920	32688	32856	
245	0	30705	32653	32474	32679	32758	
246	0	30142	32775	30740	32630	32710	
247	0	30377	32579	30657	32767	32767	
248	0	30434	32602	30119	32837	32802	
249	0	30358	32583	30338	32925	32851	
250	0	30619	32611	31279	32746	32947	
251	0	32537	32625	31851	32911	32821	
252	0	34770	32503	32807	32775	32967	
253	0	37293	32569	32647	32863	32899	
254	0	37458	32517	33095	32812	32735	
255	0	36359	32615	33491	32855	32861	
256	0	34289	32598	34255	32741	32967	
257	0	32210	32685	35103	32799	32944	
258	0	30781	32534	35636	32736	32773	
259	0	30230	32679	35899	32733	32967	
260	0	30036	32563	36263	32733	32878	
261	0	30082	32704	35303	32673	32696	
262	0	30109	32815	33759	32735	32903	
263	0	31121	32711	34327	32763	32902	
264	0	32346	32687	32387	32886	32721	
265	0	33605	32489	28900	32833	32775	
266	0	34506	32597	27113	32911	32936	
267	0	34587	32468	29851	32762	32977	
268	0	33739	32691	31931	32737	32915	
269	0	33242	32683	30301	32682	32839	
270	0	33082	32463	31567	32754	32886	
271	0	32062	32592	34336	32763	32843	
272	0	31525	32606	35974	32751	32866	
273	0	32027	32839	35254	32711	32711	
274	0	32716	32801	32070	32837	32851	
275	0	33339	32703	31655	32815	32939	
276	0	33068	32727	31932	32839	32895	
277	0	32557	32487	32114	32817	32886	
278	0	32253	32797	33565	32850	32850	
279	0	32423	32791	34718	32770	32950	
280	0	33344	32635	32478	32869	32925	
281	0	33384	32718	29819	32813	32879	
282	0	32387	32809	29041	32886	32725	
283	0	33370	32749	31570	32870	32795	
284	0	34898	32762	33302	32775	32721	
285	0	36952	32722	34438	32655	32759	
286	0	36751	32699	34334	32743	32659	
287	0	34085	32550	32291	32862	32687	
288	0	31525	32343	32080	32851	32715	
289	0	29985	32680	33463	32915	32946	
290	0	30655	32669	33359	32858	32915	
291	0	32249	32815	33779	32832	32967	
292	0	34475	32771	34760	32616	32935	
293	0	35219	32499	34183	32727	32867	
294	0	34183	32489	32098	32681	32803	
295	0	32324	32359	31938	32746	32717	
296	0	30339	32383	33165	32846	32949	
297	0	29370	32377	33883	32833	32930	
298	0	29785	32439	34277	32811	32896	
299	0	30727	32589	32847	32681	32857	
300	0	32013	32703	31343	32847	32745	
301	0	32459	32795	31081	32855	32853	
302	0	32428	32621	30051	32775	32787	
303	0	33005	32659	31481	32539	32750	
304	0	34176	32698	32575	32622	33039	
305	0	34992	32743	33013	32731	32890	
306	0	35271	32647	32972	32793	32775	
307	0	33676	32545	33170	32611	32705	
308	0	32352	32623	33495	32691	32903	
309	0	31270	32859	33310	32743	32981	
310	0	30998	32947	33690	32635	32711	
311	0	31435	32923	33605	32694	32807	
312	0	31988	32909	34346	32659	32919	
313	0	31292	32839	35847	32653	32767	
314	0	30455	32877	35867	32664	32655	
315	0	29989	32695	33159	32743	32816	
316	0	29373	32680	27960	32813	32927	
317	0	30550	32475	29891	32787	32943	
318	0	33892	32672	32007	32738	32923	
319	0	37486	32666	31685	32937	32722	
320	0	38510	32470	31856	32921	32802	
321	0	38023	32347	33147	32906	32985	
322	0	36568	32407	32761	32871	32961	
323	0	34944	32523	30433	32865	32965	
324	0	34016	32762	30059	32922	32749	
325	0	33721	32711	32517	32746	32813	
326	0	32762	32720	35405	32775	32871	
327	0	31865	32748	36847	32708	32941	
328	0	31352	32742	33829	32643	32973	
329	0	31160	32895	30364	32743	32855	
330	0	31386	32743	29683	33045	32720	
331	0	30741	32759	31186	32820	32741	
332	0	29794	32829	32941	32813	32806	
333	0	29210	32658	34081	32707	32819	
334	0	29669	32647	35103	32717	32967	
335	0	30710	32417	34834	32773	32978	
336	0	32681	32583	35241	32743	32915	
337	0	34894	32615	32898	32805	32767	
338	0	35723	32517	30035	32826	32726	
339	0	35121	32579	31394	32889	32765	
340	0	33722	32399	32327	32733	32827	
341	0	32488	32643	31965	32865	32863	
342	0	32050	32737	31363	32601	32711	
343	0	32826	32687	31803	32811	32647	
344	0	33287	32751	32047	32711	32763	
345	0	33297	32825	32333	32813	32738	
346	0	33172	32741	33509	32807	32749	
347	0	33466	32683	34381	32775	32835	
348	0	33522	32472	33997	32787	32692	
349	0	33681	32574	33729	32752	32727	
350	0	33371	32575	32631	32910	32639	
351	0	33237	32583	31887	32731	32647	
352	0	32978	32569	32119	32875	32711	
353	0	32841	32589	33443	32775	32770	
354	0	32710	32532	34290	32769	32763	
355	0	32990	32679	34047	32855	32703	
356	0	32664	32903	33217	32774	32751	
357	0	31602	32919	31818	32749	32775	
358	0	31104	32839	30912	32898	32871	
359	0	30981	32673	31813	32801	32898	
360	0	30856	32770	32863	32839	32997	
361	0	30709	32639	33042	32866	32911	
362	0	31139	32438	33205	32839	32775	
363	0	32718	32517	33284	32735	32736	
364	0	34130	32424	33682	32903	32729	
365	0	34626	32581	34369	32718	32719	
366	0	34178	32633	34385	32819	32827	
367	0	33496	32507	34189	32765	32918	
368	0	32648	32711	33823	32739	32899	
369	0	32364	32707	31943	32766	32983	
370	0	33097	32450	30904	32839	32877	
371	0	33716	32507	30503	32809	32737	
372	0	33645	32579	31456	32873	32707	
373	0	33164	32685	32447	32765	32739	
374	0	33058	32667	31239	32854	32747	
375	0	33535	32543	31105	32775	32932	
376	0	33890	32601	32647	32805	33007	
377	0	33342	32720	33703	32775	32957	
378	0	32622	32767	33894	32813	32873	
379	0	31993	32919	33395	32947	32817	
380	0	31595	32681	34153	32967	32703	
381	0	31160	32739	34272	32775	32853	
382	0	31073	32662	32466	32927	32982	
383	0	31192	32831	28710	32775	33049	
384	0	31495	32899	29371	32863	32955	
385	0	32020	32618	31207	32685	32853	
386	0	32976	32733	33479	32728	32677	
387	0	33829	32679	34251	32637	32663	
388	0	33386	32775	34025	32707	32765	
389	0	32825	32711	33223	32633	32744	
390	0	32121	32577	33383	32860	32827	
391	0	32080	32831	31947	32742	32868	
392	0	33185	32711	30967	32669	32871	
393	0	35500	32725	30111	32690	32863	
394	0	37142	32666	33272	32795	32870	
395	0	36743	32630	34631	32870	32870	
396	0	34224	32695	35575	32895	32896	
397	0	31973	32567	36055	32886	32926	
398	0	31010	32687	35045	32941	32959	
399	0	30798	32849	31635	33017	32800	
400	0	30568	32835	31685	32770	32751	
401	0	31029	32845	31653	32673	32875	
402	0	31047	32583	32306	32571	33031	
403	0	31163	32500	30727	32839	32967	
404	0	32263	32599	31107	32706	32752	
405	0	33664	32767	33088	32769	32727	
406	0	34845	32775	31275	32647	32713	
407	0	35428	32662	29575	32789	32757	
408	0	34179	32622	31345	32805	32961	
409	0	33415	32519	33957	32861	32952	
410	0	32764	32519	34759	32787	32995	
411	0	32546	32439	35437	32754	32935	
412	0	33080	32672	36673	32775	32903	
413	0	33276	32709	35967	32771	32723	
414	0	33237	32729	31182	32861	32775	
415	0	33286	32675	28647	32671	32975	
416	0	33040	32702	31207	32829	32978	
417	0	32417	32818	32423	32711	32851	
418	0	32144	32600	30873	32759	32853	
419	0	31893	32732	28125	32711	32807	
420	0	32460	32743	29813	32753	32675	
421	0	33200	32487	33175	32696	32696	
422	0	33323	32578	34962	32795	32775	
423	0	32617	32667	35627	32688	32823	
424	0	31737	32631	35315	32820	32973	
425	0	31301	32599	33597	33106	32918	
426	0	31704	32419	32947	32888	32749	
427	0	32821	32647	33756	32879	32839	
428	0	33448	32681	33235	32823	32983	
429	0	34339	32667	33088	32853	32775	
430	0	34608	32735	31847	32705	32839	
431	0	34010	32559	31446	32765	32909	
432	0	32736	32707	31583	32839	32871	
433	0	32157	32630	32263	32707	32704	
434	0	31643	32759	33581	32805	32775	
435	0	31724	32699	34657	32666	32799	
436	0	32121	32553	35327	32753	32963	
437	0	32544	32539	35033	32693	32962	
438	0	32578	32447	34718	32762	32967	
439	0	32553	32664	35239	32711	32919	
440	0	32716	32675	35505	32809	32947	
441	0	32844	32403	34671	32747	32989	
442	0	32694	32640	33019	32805	32955	
443	0	32236	32640	33257	32737	32881	
444	0	31372	32758	33491	32765	32711	
445	0	30444	32815	29646	32877	32946	
446	0	30567	32471	26790	32869	32921	
447	0	31431	32607	26731	32930	32827	
448	0	32362	32943	29087	32835	32832	
449	0	34086	32895	29191	32726	32764	
450	0	34818	32695	30151	32775	32726	
451	0	34540	32747	33437	32739	32815	
452	0	34243	32575	35355	32803	32876	
453	0	34352	32666	34720	32753	32973	
454	0	34252	32707	31837	32859	32957	
455	0	33159	32708	28374	32821	32775	
456	0	32464	32775	31732	32775	32727	
457	0	31709	32697	34418	32761	32655	
458	0	30948	32801	34455	32857	32727	
459	0	30442	32575	34460	32942	32675	
460	0	30176	32285	34271	32855	32747	
461	0	30701	32491	34591	32929	32813	
462	0	31883	32555	35207	32812	32735	
463	0	33010	32501	34805	32720	32735	
464	0	34857	32767	34592	32797	32740	
465	0	35866	32791	34227	32909	32861	
466	0	36308	32681	33207	32807	32879	
467	0	35891	32812	31852	32762	32911	
468	0	34731	32887	31861	32673	32915	
469	0	33705	32758	31018	32719	33003	
470	0	34665	32775	31874	32679	32967	
471	0	34296	32624	33815	32836	32999	
472	0	32578	32337	36014	32939	32966	
473	0	31093	32610	36261	33000	32872	
474	0	29438	32679	31361	32919	32728	
475	0	29190	32381	32209	32869	32929	
476	0	30084	32628	31749	32839	32941	
477	0	31334	32707	30069	32620	32818	
478	0	32614	32559	27767	32629	32943	
479	0	33049	32808	26622	32879	32937	
480	0	33498	32829	29863	32921	32824	
481	0	33650	32702	35737	32809	32848	
482	0	34574	32615	36091	32875	32851	
483	0	34202	32565	34643	32711	32859	
484	0	32330	32728	33200	32860	32926	
485	0	31026	32471	30101	32849	32967	
486	0	31132	32635	29075	32851	32951	
487	0	32387	32517	30417	32825	32955	
488	0	34090	32312	32194	32717	32964	
489	0	34816	32461	34031	32770	32976	
490	0	36232	32472	35571	32725	32935	
491	0	36288	32573	37054	32583	32938	
492	0	34478	32759	36359	32599	32930	
493	0	32402	33019	34087	32608	32926	
494	0	31916	32915	33366	32947	32965	
495	0	30973	32941	31177	32985	32865	
496	0	29806	32722	31973	32843	32805	
497	0	28985	32827	32071	32886	32890	
498	0	29563	32884	31879	32751	32769	
499	0	31978	32667	33852	32789	32701	
500	0	34208	32679	34267	32738	32790	
501	0	35264	32511	31318	32732	32933	
502	0	33705	32471	31451	32646	33015	
503	0	31552	32466	30215	32823	32933	
504	0	31378	32740	30567	32903	32937	
505	0	32220	32667	32003	32855	32834	
506	0	33107	32771	32130	32711	32699	
507	0	32848	32748	34770	32575	32891	
508	0	32473	32547	36295	32787	32917	
509	0	32805	32658	36591	32767	32975	
510	0	33296	32334	34635	32837	32923	
511	0	34134	32315	32455	32683	32727	
512	0	34558	32240	33594	32775	32821	
513	0	34792	32455	34023	32729	32896	
514	0	33146	32421	34161	32809	33006	
515	0	31165	32503	33842	32775	32951	
516	0	29842	32687	32263	32871	32903	
517	0	30134	32647	29810	32964	32839	
518	0	31746	32885	25242	32855	32689	
519	0	34095	32583	26523	32847	32803	
520	0	35525	32771	27987	32483	32979	
521	0	36027	32819	28413	32697	32930	
522	0	35322	32749	31589	32615	32809	
523	0	34162	32882	33757	32722	32751	
524	0	32802	32643	36125	32727	32815	
525	0	31815	32883	37591	32775	32914	
526	0	31042	32803	38619	32775	32995	
527	0	31112	33022	37767	32867	32873	
528	0	31525	33082	36380	33133	32868	
529	0	32047	32923	35971	33019	32857	
530	0	31513	32909	33561	32927	32829	
531	0	31788	32791	30366	32743	32760	
532	0	32502	32813	27177	32835	32691	
533	0	32631	32629	29682	32775	32721	
534	0	32946	32539	31459	32995	32751	
535	0	32094	32309	32070	32825	32766	
536	0	31432	32091	32750	32871	32937	
537	0	31664	32039	33321	32607	32912	
538	0	33892	31926	34683	32551	32733	
539	0	35568	32146	33856	32544	32801	
540	0	36810	32235	32625	32720	32854	
541	0	36751	32583	33435	32919	32888	
542	0	35025	32847	33534	32893	32953	
543	0	32229	33043	31239	32977	32861	
544	0	30816	33315	29997	32755	32711	
545	0	31031	33177	31968	32741	32907	
546	0	32382	33267	33346	32549	32929	
547	0	32576	33339	35755	32611	32902	
548	0	31928	33360	36975	32654	32709	
