OutlierMethod,RMS used,Filter Type,Filter order,low,high,
STD 2,1,Chebyshev 2,3,200,500 
CH1,CH2,CH3,CH4,CH5 
-0.307983,-0.119156,-0.162369,-0.030258,0.011673
-0.173859,-0.154587,-0.356918,0.011581,0.008102
-0.001099,-0.109634,-0.251907,0.013046,0.002014
0.165527,-0.041199,0.081024,0.011169,0.002701
0.296402,-0.002060,0.227097,0.024170,0.008102
0.410179,0.011810,0.363144,0.033783,0.007050
0.458942,0.020416,0.588364,0.057907,0.008240
0.399805,0.031311,0.808502,0.052895,0.005951
0.340668,0.003204,0.890007,0.032948,0.008286
0.098740,-0.042892,0.606869,0.013000,0.004852
-0.090271,-0.035751,0.323730,0.000320,-0.001236
-0.201233,0.045364,-0.485321,-0.022888,0.004120
-0.283264,0.103134,-0.931824,-0.036667,0.007690
-0.369049,0.129364,-1.062721,-0.034332,0.007507
-0.327850,0.139984,-0.965916,-0.031998,-0.003342
-0.197342,0.093613,-0.714037,0.007645,-0.003159
-0.063812,0.035568,-0.462158,0.032959,0.007874
0.092880,-0.029572,-0.088623,0.023438,-0.001465
0.221924,-0.127350,0.177979,-0.006317,-0.002609
0.350327,-0.225311,0.369278,-0.010712,0.003525
0.358521,-0.268227,0.399719,0.012955,-0.003296
0.366714,-0.258556,0.369461,0.029892,0.009521
0.171936,-0.235365,0.243118,0.022385,-0.003159
0.051453,-0.212173,0.272781,0.014877,-0.004074
-0.033875,-0.112106,0.155594,-0.026138,-0.004669
-0.079010,0.058960,-0.056992,-0.039185,-0.003387
-0.116959,0.189377,-0.163742,-0.025452,-0.003250
-0.090454,0.254906,-0.063446,-0.011719,0.006180
0.009705,0.247639,0.167175,0.000778,0.007050
0.162048,0.132975,0.172394,0.007004,0.007645
0.315903,0.018311,-0.202286,-0.000046,0.006683
0.372391,-0.177429,-0.327805,0.004715,0.011856
0.339478,-0.222633,0.092377,-0.024078,0.008606
0.258911,-0.171970,0.590927,-0.027557,0.006042
0.090454,-0.121307,0.763618,-0.031036,-0.000870
-0.102676,0.062897,0.489841,0.005035,-0.001740
-0.252365,0.143921,0.216064,0.016617,-0.002930
-0.343140,0.159851,-0.644989,0.020142,0.000275
-0.444786,0.159302,-1.012138,0.005951,0.000732
-0.545826,0.133713,-0.935886,0.007965,0.005997
-0.628138,0.081802,-0.614061,0.015472,0.007324
-0.632924,0.000824,-0.292236,0.004578,-0.002518
-0.548457,-0.031540,-0.003159,-0.010071,-0.000137
-0.337445,-0.053238,-0.024536,-0.004807,0.010666
-0.126434,-0.129913,-0.123825,0.004990,0.007874
0.262436,-0.165115,-0.030212,0.009109,-0.002289
0.517754,-0.151611,0.265869,0.012314,0.006683
0.660381,-0.091003,0.459137,0.011215,0.004715
0.666441,-0.050125,0.493744,-0.001190,-0.002518
0.565650,-0.022339,0.500336,0.002563,0.007919
0.413448,0.019318,0.423660,0.002335,0.000870
0.261246,0.049942,0.296768,0.008835,0.009476
0.156601,0.039734,0.252823,0.024628,0.006363
0.113663,0.060928,0.255112,0.012772,0.003250
0.055984,0.152069,0.169968,-0.000504,0.008240
-0.003571,0.226959,-0.003983,-0.025864,0.002243
-0.068390,0.233414,-0.122086,-0.021561,0.005585
-0.157791,0.172211,-0.059967,-0.017258,0.002060
-0.238220,0.071182,0.067566,-0.006317,0.006409
-0.294571,-0.023392,0.132889,0.026962,-0.003204
-0.338013,-0.061295,0.138519,0.028290,0.007828
-0.302307,-0.003113,0.381454,-0.002106,-0.002426
-0.336273,0.068985,0.479187,-0.027466,0.008514
-0.356323,0.077408,0.523178,-0.023254,-0.003067
-0.293976,0.007736,0.441650,-0.010254,0.010071
-0.238083,-0.145020,-0.283813,0.019592,-0.005356
-0.264725,-0.196747,-0.891495,0.031815,0.006042
-0.337372,-0.206062,-1.102638,0.017052,-0.006134
-0.380676,-0.215378,-1.119221,0.002289,0.007919
-0.388367,-0.155823,-0.594446,-0.016388,-0.003525
-0.357605,-0.057129,-0.069672,-0.020508,0.007736
-0.263260,0.050903,0.333755,-0.004669,-0.001373
-0.103958,0.105240,0.633636,-0.001740,0.008881
0.092743,0.091232,0.750229,0.006180,-0.003799
0.262024,0.012222,0.638214,0.005539,0.006729
0.373169,-0.086609,0.526199,0.000275,-0.004486
0.403725,-0.156006,0.134674,-0.003845,0.008148
0.431477,-0.148682,-0.303406,-0.002426,-0.006958
0.448511,-0.103455,-0.647736,-0.001694,0.008972
0.426724,-0.021378,-0.641052,-0.005127,0.000275
0.373969,0.041702,-0.549728,-0.004349,0.002792
0.321213,0.059830,-0.379303,0.005447,0.007553
0.263214,0.085648,-0.165298,0.009109,0.005493
0.197113,0.106064,0.052460,-0.004852,0.000320
0.136414,0.136505,0.251724,-0.018539,0.011307
0.098877,0.142410,0.362137,-0.019730,-0.001236
0.087158,0.101257,0.305008,-0.028976,0.001785
0.100067,0.053055,0.213501,-0.034561,0.007919
0.107986,0.029388,0.162643,-0.038910,-0.001556
0.095581,0.028885,0.153397,-0.021973,0.008194
0.090546,0.065323,0.154495,-0.005035,-0.003571
0.066925,0.114258,0.143692,0.029205,0.006729
-0.009430,0.099564,0.189377,0.042595,-0.001968
-0.125061,0.064499,0.211258,0.025051,0.003891
-0.245911,0.029526,0.220413,0.007507,0.006271
-0.306793,0.001785,0.185989,0.007278,-0.002106
-0.363510,0.037033,0.132843,0.021881,-0.001785
-0.375847,0.036209,0.063400,0.022202,0.009018
-0.388184,-0.011307,0.009659,0.031769,0.001511
-0.318146,-0.076767,-0.018402,0.025383,0.004074
-0.247192,-0.125610,-0.069992,0.018997,0.004623
-0.184158,-0.179077,-0.324646,-0.009750,0.001602
-0.134216,-0.170792,-0.469116,-0.018677,0.001099
-0.037628,-0.144379,-0.302902,-0.004898,0.011810
0.074799,-0.118378,-0.047287,0.019135,0.000320
0.173355,-0.133301,0.204300,-0.000183,0.008835
0.255981,-0.175186,0.432129,-0.017693,-0.002060
0.289307,-0.183655,0.440460,-0.025532,0.010300
0.268890,-0.161636,0.226593,-0.032541,-0.002243
0.192078,-0.102539,-0.026047,-0.015447,0.006134
0.067383,-0.046875,-0.407593,0.001648,-0.002655
-0.078186,-0.005676,-0.478088,0.007736,0.006317
-0.187775,0.040375,-0.382599,-0.015060,-0.000778
-0.249893,0.090088,-0.332611,-0.014877,0.005951
-0.264038,0.100433,-0.171387,-0.010025,0.004303
-0.234924,0.098923,0.020828,-0.003616,0.006546
-0.190796,0.117508,-0.127213,0.012589,0.005402
-0.136871,0.148819,-0.269806,0.011581,-0.000458
-0.083313,0.209747,-0.240143,0.005081,0.008102
-0.024078,0.224167,0.052231,0.005951,-0.001694
0.046005,0.210434,0.337234,0.009338,0.001099
0.100891,0.123138,0.339340,0.003754,0.002792
0.140808,-0.005814,0.403564,0.002426,0.005264
0.193405,-0.101440,0.507111,0.005447,-0.002106
0.234695,-0.135910,0.350235,-0.002426,0.005630
0.250488,-0.101257,-0.053421,-0.007233,-0.001785
0.214325,-0.036392,-0.371750,-0.006638,0.009109
0.184021,0.031265,-0.464127,0.000778,-0.003067
0.128815,0.047195,-0.390976,0.007370,0.006180
0.091919,0.030624,-0.264862,0.004440,-0.000687
0.095078,-0.016159,-0.092148,0.003250,0.001785
0.115219,-0.074203,0.109039,0.003525,0.003662
0.113297,-0.093658,0.246140,0.008514,0.004074
0.077362,-0.089584,0.227921,0.016205,0.006180
0.091782,-0.070724,0.162964,0.009659,-0.004715
0.096680,-0.028976,0.130692,0.005447,0.008560
0.095627,0.038681,0.079559,-0.004440,-0.000595
0.069763,0.069534,0.035660,-0.005539,0.005814
0.033051,0.057266,0.031082,0.001144,-0.004028
0.012177,-0.011124,0.035477,0.007004,0.009109
-0.005402,-0.097824,0.037537,0.003159,0.002518
-0.055252,-0.166946,0.027191,0.000320,0.008789
-0.090454,-0.239502,0.018997,-0.001190,-0.002197
-0.097687,-0.216568,0.016800,-0.006454,0.004074
-0.086288,-0.193634,0.036850,-0.006317,-0.001007
-0.057861,-0.056671,0.053009,-0.000595,-0.001968
-0.022293,0.084641,0.053741,0.009613,0.010986
-0.001923,0.152206,0.055984,-0.000778,-0.002243
-0.031952,0.145798,0.058548,-0.016296,-0.002609
-0.063538,0.095535,0.067154,-0.016525,0.007095
-0.097595,0.034882,0.065460,-0.024399,0.000320
-0.131561,0.019363,0.023758,-0.007004,0.009293
-0.150330,0.020828,0.011581,0.009338,-0.001099
-0.157379,0.043167,0.092972,0.016159,0.006500
-0.148636,0.077957,0.042755,0.011673,-0.002884
-0.126801,0.104004,-0.183929,0.014786,0.004532
-0.069489,0.127762,-0.327805,0.012360,0.007233
-0.001648,0.105606,-0.302811,0.011719,-0.001511
0.049484,0.027603,-0.279602,0.007050,0.013687
0.048386,-0.097733,-0.277039,0.005081,-0.001007
0.002014,-0.196930,-0.147263,0.006958,0.005859
-0.044632,-0.224533,-0.011993,0.007324,0.004852
-0.074524,-0.168686,0.060471,-0.001328,-0.001419
-0.097321,-0.071548,0.066650,-0.001511,-0.002243
-0.094894,-0.000961,-0.013687,-0.004395,0.007919
-0.062851,0.029160,-0.104782,-0.006180,0.007095
-0.001831,0.025589,-0.133347,-0.002014,0.004807
0.048981,0.029251,-0.120575,-0.010300,-0.005539
0.094574,0.054520,0.063675,-0.016571,0.002563
0.137878,0.066650,0.283951,-0.018448,0.009979
0.145203,0.059738,0.311783,-0.019867,-0.002609
0.117508,0.054428,0.273651,-0.024307,0.008377
0.072510,0.036026,0.324234,-0.018036,0.004990
0.005997,0.065781,0.369736,-0.017029,-0.002197
-0.085007,0.072830,0.287430,0.015884,0.008881
-0.154449,0.063126,0.067886,0.037148,0.009109
-0.186539,0.044266,-0.049942,0.022762,-0.002975
-0.231812,0.014236,-0.035065,0.008377,0.004349
-0.235977,-0.011719,0.021286,-0.007004,0.007324
-0.154266,-0.021561,0.198166,0.001785,-0.002884
-0.004303,-0.030029,0.023712,-0.003204,-0.000687
0.160812,-0.047928,-0.601639,-0.019821,-0.000687
0.268021,-0.072098,-0.548698,-0.016296,0.005035
0.293152,-0.105972,-0.495758,-0.004669,0.008148
0.257812,-0.104141,-0.200363,0.021286,0.008926
0.224991,-0.085190,-0.150558,0.017532,0.006180
0.200912,-0.049759,-0.122040,-0.002243,-0.001419
0.155411,-0.022476,0.081390,-0.001099,-0.001694
0.129272,-0.014145,0.348679,-0.008286,-0.001602
0.092651,-0.019867,0.486649,0.009613,0.004807
0.084915,-0.031174,0.547348,0.006454,0.006180
0.033691,-0.008469,0.022385,-0.004944,0.008057
-0.098694,0.000961,-0.526932,0.002197,0.003159
-0.262665,0.029755,-0.486122,-0.003662,-0.000916
-0.356689,0.024719,-0.445312,-0.005585,0.000320
-0.340668,0.032089,0.232910,-0.008926,-0.001740
-0.235611,0.064224,0.551468,-0.002930,0.006134
-0.114532,0.079605,0.556732,-0.008057,0.000320
-0.026138,0.103592,0.422195,-0.005768,0.003250
0.015289,0.092239,0.132339,-0.010025,0.010757
0.020142,0.075577,-0.146622,0.003159,0.004349
0.022156,0.047195,-0.197250,0.012772,-0.001923
0.055298,0.007645,-0.147446,0.003159,0.004532
0.114395,-0.000229,-0.083496,-0.003799,0.008011
0.208740,0.017349,0.023438,-0.001144,0.000046
0.289673,0.066559,0.131424,0.007507,-0.000504
0.360718,0.082535,0.173172,0.015701,0.008652
0.396332,0.013275,0.184891,0.007553,0.001877
0.350739,-0.091644,0.200089,0.000320,-0.003799
0.241425,-0.188232,0.231583,-0.022110,-0.000778
0.127167,-0.227005,0.217850,-0.025612,0.010391
0.004944,-0.226089,0.162827,-0.029114,0.009109
-0.076813,-0.187408,0.098740,0.002884,0.008881
-0.085281,-0.154037,0.050766,0.033806,0.007050
-0.056030,-0.122498,-0.004440,0.045811,0.008881
-0.025223,-0.077591,-0.034103,0.037508,0.006546
-0.026138,0.011673,-0.007370,0.029205,-0.000687
-0.071686,0.099930,0.057816,0.004623,-0.004807
-0.130142,0.139847,0.065506,-0.006088,-0.003479
-0.179535,0.118195,0.096725,-0.010025,0.003250
-0.217850,0.071182,0.118698,-0.006729,0.007599
-0.243896,0.000320,0.059372,-0.009933,0.009109
-0.222290,-0.005173,-0.049484,-0.010895,0.000320
-0.178802,0.027374,-0.119431,-0.017487,-0.000778
-0.133713,0.031082,-0.104050,-0.025383,-0.002563
-0.112610,0.034790,-0.111557,-0.019627,-0.002609
-0.073792,0.052826,-0.206863,-0.013870,0.006454
-0.029846,0.055984,-0.392349,-0.000778,0.007416
-0.024628,0.044998,-0.463989,-0.012497,0.002930
-0.041382,0.020645,-0.369690,0.009109,-0.003067
-0.040421,-0.011948,-0.156555,0.012451,-0.000412
-0.011398,-0.026413,-0.002060,0.001236,0.006683
0.027969,-0.042526,0.095215,-0.001740,0.004852
0.087616,-0.043167,0.127029,-0.004440,0.003983
0.148453,-0.010483,0.110596,-0.001923,0.005859
0.177612,0.025772,0.121262,-0.004166,0.003616
0.150421,0.027969,0.135590,0.003250,0.006134
0.111237,0.032364,0.129730,0.001236,0.004349
0.086426,0.022156,0.117508,0.009064,0.004898
0.074936,0.029160,0.104965,0.001602,0.007050
0.056534,0.032227,0.084549,0.004715,0.000320
0.048889,0.039047,0.048660,0.009933,-0.004440
0.037216,0.053604,0.033829,-0.001419,-0.003342
-0.006958,0.036896,0.004715,-0.000137,-0.002838
-0.046555,0.000320,-0.022110,-0.005035,-0.002609
-0.090088,-0.026779,-0.038315,0.013458,0.000320
-0.126938,-0.056259,-0.039001,0.017899,0.007919
-0.132889,-0.086014,-0.030167,0.019547,0.007278
-0.124146,-0.126755,0.007690,0.010757,-0.002609
-0.112473,-0.157883,0.079056,-0.004852,-0.002609
-0.121399,-0.167404,0.171478,-0.003616,-0.002701
-0.131836,-0.149826,0.219818,-0.004807,0.005402
-0.102173,-0.098740,0.257401,-0.005264,0.007462
-0.048752,-0.026688,0.264633,-0.010071,0.006912
-0.018677,0.027191,0.091324,-0.010849,-0.001648
-0.040649,0.071594,-0.057266,-0.014145,-0.003296
-0.059784,0.087982,-0.204254,-0.013504,-0.000870
-0.072281,0.095901,-0.304367,-0.000046,0.002426
-0.055389,0.092010,-0.417114,0.001236,0.004807
-0.026459,0.087616,-0.515854,0.005493,-0.001968
-0.000732,0.070633,-0.343002,0.003250,0.010117
0.027649,0.053055,-0.163834,-0.004578,0.006454
0.081757,0.043625,0.054062,-0.006638,-0.002197
0.106934,0.034561,0.113205,0.000778,0.009842
0.087799,0.022522,-0.053009,0.002060,-0.004623
0.044678,0.018997,-0.327942,0.004715,-0.000504
0.020828,0.011032,-0.395645,0.003983,0.007874
0.015793,-0.001190,-0.153946,0.010254,-0.001968
0.034103,-0.018768,0.191025,0.007004,0.006180
0.051224,-0.030807,0.239639,0.009064,0.004669
0.054382,-0.034058,0.172806,0.006638,-0.001556
0.047195,-0.045456,0.140945,0.003250,0.007095
0.039551,-0.044083,0.205215,-0.000778,0.005814
0.034790,-0.035248,0.312057,-0.002060,-0.002609
0.033508,-0.008469,0.440872,-0.004074,0.005264
0.011398,0.015152,0.490128,-0.000092,-0.005859
-0.019089,0.032089,0.221191,-0.003891,0.007278
-0.061340,0.024994,-0.211716,-0.002106,0.003021
-0.084229,0.019684,-0.455978,-0.000778,0.004257
-0.079376,0.005264,-0.518875,0.003433,0.002609
-0.009064,-0.010895,-0.356735,0.012726,0.000961
0.084595,-0.029572,-0.068527,0.008698,0.005219
0.151474,-0.038406,0.108948,0.011490,0.009705
0.232956,-0.048111,0.219589,0.016342,-0.002335
0.277084,-0.047333,0.366943,0.010391,0.001328
0.210754,-0.054337,0.450668,0.003845,0.007919
0.082031,-0.057907,0.385529,-0.000504,0.006180
-0.020325,-0.052505,0.348495,-0.003479,-0.004257
-0.080978,-0.044495,0.396149,-0.007370,0.006409
-0.110229,-0.035614,-0.029297,-0.014328,0.009430
-0.113983,-0.020737,-0.490562,-0.017212,0.003159
-0.110092,0.005997,-0.616825,-0.001602,0.004715
-0.103958,0.017899,-0.509348,0.006500,-0.003159
-0.070999,0.023438,-0.401871,-0.004074,-0.002197
-0.029297,0.062393,-0.217667,-0.009430,-0.002838
-0.021790,0.116821,-0.050537,0.000320,0.001144
-0.020142,0.167130,0.088898,0.007736,0.003983
-0.039917,0.158157,0.187454,0.023758,0.003159
-0.067245,0.027557,0.226135,0.030121,0.000870
-0.071915,-0.146164,0.253510,0.020599,0.005722
-0.047607,-0.216225,0.245819,0.004623,0.007919
-0.020279,-0.197720,0.214188,-0.004074,0.007416
-0.002380,-0.179214,0.170197,-0.011124,0.010025
0.034698,-0.091141,0.135590,-0.015244,-0.000046
0.081390,-0.021744,0.092194,-0.016708,0.001877
0.133301,0.030579,0.067245,-0.006180,-0.003662
0.152756,0.078964,0.052826,-0.010071,-0.003525
0.138428,0.124283,0.050034,-0.017670,-0.000229
0.098373,0.159988,0.027603,0.005402,0.004761
0.045044,0.137238,0.012039,0.019547,0.008011
0.005722,0.098831,-0.000595,0.008560,0.006180
-0.017075,0.029251,-0.015793,0.002060,0.006180
-0.032089,0.008926,-0.010757,-0.000412,0.003891
-0.051407,0.008286,-0.008743,0.004166,-0.001511
-0.077316,0.016525,-0.012131,0.000320,0.001511
-0.088943,-0.011398,-0.023117,-0.006454,0.004623
-0.085327,-0.051315,-0.028748,-0.008469,-0.000046
-0.083267,-0.102219,-0.027603,-0.003067,-0.002060
-0.074341,-0.148361,-0.027512,0.002014,-0.001053
-0.055893,-0.165756,-0.028702,-0.004990,0.004715
-0.038727,-0.152802,-0.029205,0.009659,-0.002197
-0.009430,-0.097275,-0.029022,0.015976,-0.000778
0.000595,-0.048386,-0.033829,0.010941,0.007233
0.002701,0.000320,-0.011398,0.032135,0.006729
-0.001511,0.035202,-0.002609,0.033371,-0.000412
0.002563,0.066788,-0.007187,0.014969,-0.001694
0.011307,0.077591,-0.010666,-0.002838,0.004349
0.008423,0.079422,0.019180,-0.010025,0.010300
0.008057,0.072098,0.046143,-0.017990,-0.000229
0.005951,0.050491,0.043991,-0.013458,0.003159
0.004166,0.030121,0.060471,-0.008102,0.007645
-0.000595,0.031952,0.061844,-0.005859,0.010025
0.004028,0.025589,0.014420,-0.009247,0.003525
0.006500,0.020508,-0.064728,-0.011490,0.000320
0.008148,0.022018,-0.132843,-0.020782,0.008011
-0.004028,0.026321,-0.207138,-0.027374,0.008560
-0.008835,0.022247,-0.216019,-0.008102,0.008011
-0.013641,0.006729,-0.121628,-0.000092,0.004807
-0.016022,-0.005722,-0.032822,0.001511,0.004990
0.002197,-0.014328,0.013870,0.000320,0.003616
0.005219,-0.004440,0.076172,0.006683,0.004211
0.011765,-0.005173,0.138382,0.012222,-0.003708
0.011581,-0.005814,0.172440,0.006180,0.002884
0.007736,-0.039413,0.143692,-0.001144,0.008194
0.022568,-0.048752,0.053421,-0.011948,0.007690
0.028061,-0.059921,-0.007187,-0.014511,-0.000687
0.021469,-0.049118,-0.096085,-0.012497,-0.005722
0.017761,-0.035385,-0.131516,0.004578,-0.000961
0.013000,-0.023392,-0.069992,0.013161,0.000229
0.019043,-0.018723,-0.010529,0.021744,0.009888
0.011398,-0.013138,0.101578,-0.001831,0.010849
0.005997,-0.017715,0.143417,-0.005356,0.008423
-0.007782,-0.015198,0.032547,-0.001419,0.005722
-0.028610,0.003342,-0.150238,0.005539,0.004715
-0.027557,0.008789,-0.206955,0.005264,0.001419
-0.032501,0.011948,-0.203613,-0.001144,0.007278
-0.040878,-0.000870,-0.204025,-0.005722,0.002014
-0.044769,-0.002792,-0.113480,-0.006638,-0.004440
-0.043167,0.006546,-0.047012,-0.003159,0.007828
-0.038040,0.015701,0.001877,0.001053,-0.002335
-0.030716,0.026459,0.146164,0.008789,-0.001511
-0.024719,0.036346,0.282852,0.004349,0.006363
-0.026047,0.036209,0.240555,-0.004623,-0.001373
-0.019684,0.042709,0.115494,-0.025177,0.007507
-0.024307,0.032318,0.063721,-0.018082,-0.000046
-0.016388,0.011581,-0.090775,-0.006500,0.003983
0.012543,-0.015381,-0.198212,0.000229,0.008926
0.048935,-0.038177,-0.133438,-0.002701,0.007645
0.094986,-0.036575,-0.042206,-0.002838,0.002335
0.122360,-0.011993,0.062393,0.014511,0.001328
0.137466,0.001968,0.146576,0.007187,0.009521
0.156876,0.015427,0.121719,-0.001694,0.006912
0.156921,0.023254,0.001785,0.006042,-0.002609
0.122223,-0.004074,-0.024216,0.031082,0.005630
0.049622,-0.052505,-0.084412,0.023346,0.003937
-0.028336,-0.110733,-0.160400,0.014969,0.004440
-0.103958,-0.154770,-0.147903,0.006454,0.003891
-0.155045,-0.175827,-0.124741,0.005997,0.009659
-0.157745,-0.127167,-0.057724,0.002151,0.003845
-0.124969,-0.031906,0.026138,-0.001144,-0.002151
-0.064728,0.030670,0.091919,-0.003571,0.006775
0.012451,0.049805,0.138840,-0.004761,0.000961
0.105377,0.046005,0.172440,-0.003937,0.007645
0.189056,0.048660,0.157242,-0.003891,-0.001694
0.212723,0.046326,0.060196,-0.000778,0.004532
0.179947,0.045319,-0.095993,-0.001602,0.004578
0.130920,0.042435,-0.154861,0.001785,-0.002792
0.072281,0.036713,-0.046555,0.001007,0.007828
0.005859,0.023758,0.042160,-0.002151,-0.004074
-0.054932,0.016937,0.050766,-0.004074,0.006912
-0.096359,0.017853,0.023758,-0.007004,-0.004349
-0.120117,0.030167,0.010757,-0.003708,-0.002701
-0.123917,0.023529,0.049393,-0.000412,0.003250
-0.120483,-0.000870,0.039871,0.002472,0.009842
-0.113571,-0.021561,-0.014877,0.003662,-0.000137
-0.099289,-0.036850,0.003250,0.002563,0.004074
-0.084641,-0.051407,0.007828,0.003067,0.007233
-0.077637,-0.038406,-0.029343,0.002060,-0.001694
-0.054794,-0.031906,-0.016388,-0.000778,0.002701
-0.028610,-0.005173,-0.041656,-0.005539,-0.002335
-0.004898,0.001007,-0.043900,-0.005905,-0.002609
0.021378,-0.004257,-0.023666,-0.005035,-0.001694
0.041565,-0.006500,-0.012863,0.014191,-0.002335
0.043030,-0.014877,-0.005905,0.012543,0.000275
0.030670,-0.008469,0.012314,-0.002243,0.010803
0.016663,-0.006638,0.027420,-0.008835,0.007278
-0.001465,0.010117,0.024582,0.002518,0.004578
-0.008560,0.017899,0.035248,0.004669,0.005264
-0.011627,0.022659,0.025589,0.003067,-0.000778
-0.011490,0.024673,0.019638,0.006821,-0.004898
-0.006958,0.011169,0.003250,-0.003708,-0.003799
-0.003296,0.005447,0.001602,-0.010483,-0.002060
0.000732,-0.012497,-0.009384,-0.002197,-0.002609
-0.001923,-0.018219,-0.001877,0.004532,-0.001511
-0.001785,-0.032639,-0.013321,0.014694,0.007095
0.001236,-0.040695,-0.017258,0.019363,0.002289
-0.004166,-0.044724,-0.018219,0.011169,0.003983
-0.003204,-0.036667,-0.018265,0.000229,0.003799
0.004028,-0.019913,-0.014969,-0.003708,0.007736
0.002975,-0.008469,-0.018311,-0.005585,0.001694
0.000320,0.005539,-0.005173,-0.003525,0.006180
0.002014,0.013412,-0.001144,-0.011765,0.005814
0.007507,0.013504,0.010483,-0.015518,0.002792
0.006271,0.012222,0.021378,-0.005173,0.010483
0.004028,0.006180,0.026688,0.008652,0.007553
0.003616,0.001328,0.029068,0.012589,0.003067
0.008514,-0.000778,0.066101,0.003250,-0.004852
0.015564,-0.001419,0.118423,-0.002335,0.007233
0.021378,-0.009430,0.135544,0.001694,-0.000961
0.012497,-0.005997,0.073196,0.006912,0.005081
0.005539,0.001373,-0.103409,0.003067,0.009750
0.002014,-0.000229,-0.261520,0.003525,-0.003525
-0.003387,0.005493,-0.279099,0.002609,0.001007
-0.009338,0.007782,-0.169693,-0.001144,0.007233
-0.007919,0.007645,-0.129364,-0.013870,-0.002335
-0.003754,0.001602,-0.094620,-0.008881,0.009064
-0.002380,-0.000412,-0.035065,-0.006821,-0.001419
-0.004257,0.000229,-0.027328,0.011765,0.004990
-0.002426,-0.008148,0.022659,0.000275,0.001144
-0.000366,-0.005081,0.079422,0.008835,0.003250
0.005539,-0.005905,0.097504,0.015884,0.000092
0.008194,-0.007278,0.139938,0.008011,0.009109
0.010986,-0.005356,0.153397,0.002563,-0.003891
0.006454,-0.005539,0.096817,-0.006729,0.006363
0.001282,-0.011948,0.037262,-0.012543,0.005081
-0.012405,-0.008743,-0.100388,0.003250,-0.001099
-0.018402,-0.014603,-0.158249,0.013779,0.009109
-0.023941,-0.023575,-0.183060,0.029068,0.001511
-0.021149,-0.028610,-0.153488,0.020828,0.012726
-0.015930,-0.029984,-0.001694,0.001144,0.003571
-0.014740,-0.021561,0.118378,-0.019318,-0.002930
-0.007553,-0.009659,0.185532,-0.019638,0.009384
-0.008148,-0.001511,0.124603,-0.007278,-0.001877
-0.009888,0.008194,-0.016891,-0.000504,0.007416
-0.006912,0.009613,-0.132431,0.001053,0.004898
-0.017258,0.019135,-0.129868,-0.000412,-0.003799
-0.023117,0.015701,0.021561,-0.003067,0.010025
-0.012909,-0.004074,0.095627,-0.009109,-0.000275
0.008972,-0.010483,0.050125,-0.005997,0.004257
0.036072,-0.009109,-0.076263,0.002151,0.001785
0.048752,-0.003433,-0.140305,0.005630,0.008194
0.054382,0.013733,-0.086105,0.002975,-0.002838
0.048111,0.023666,0.004715,0.001328,0.008560
0.037491,0.025726,0.065277,-0.001968,0.001785
0.008652,0.012314,0.072235,0.004623,-0.001144
-0.005630,-0.016159,0.066879,0.016342,0.004623
0.000320,-0.058640,0.044815,0.009109,-0.003754
0.021103,-0.092514,0.031860,0.000320,0.003250
0.054153,-0.110275,0.039413,-0.003433,0.003754
0.087433,-0.111374,0.044952,-0.004852,-0.002335
0.110138,-0.078964,0.070358,-0.004486,0.003799
0.093658,-0.033920,0.074936,-0.000961,0.004074
0.045731,-0.005997,0.004669,-0.002243,-0.000046
-0.001831,0.022064,-0.060425,-0.001648,0.011215
-0.027969,0.029251,-0.049896,-0.000229,0.004898
-0.043167,0.024582,-0.012634,0.002060,-0.004852
-0.051270,0.018631,0.002472,0.013504,0.008331
-0.052963,0.016434,0.004898,0.020828,-0.004349
-0.057083,0.011581,0.004578,0.010483,-0.005814
-0.057632,0.015335,0.004349,-0.000870,0.008926
-0.046143,0.020096,0.005081,-0.013046,-0.002609
-0.031906,0.016983,0.006821,-0.009750,0.008194
-0.020370,0.019135,0.004807,-0.005539,-0.002060
-0.021744,0.025177,0.000320,-0.002243,0.007278
-0.022202,0.023758,-0.001740,-0.002243,0.005997
-0.025406,0.021835,-0.001144,-0.000778,0.001694
-0.025040,0.024445,-0.004349,-0.002335,0.008835
-0.023621,0.013046,-0.004486,0.005447,0.000320
-0.020004,0.011307,-0.007095,0.007370,0.007919
-0.016251,0.002060,-0.004623,0.003159,0.005219
-0.013824,-0.009842,-0.006271,0.003250,-0.001968
-0.009933,-0.012634,-0.008469,-0.000870,0.007828
-0.008377,-0.015289,-0.007736,0.000320,0.004623
-0.001007,-0.008469,-0.006638,0.010574,0.002335
0.007736,-0.000641,-0.007004,0.002701,0.008286
0.010345,0.000137,-0.007141,-0.001602,-0.004074
0.013733,-0.009384,-0.008469,-0.005905,0.002518
0.013550,-0.020737,-0.007416,-0.002197,0.009613
0.009109,-0.012314,-0.006271,0.001923,0.000320
0.007141,-0.004852,-0.003891,0.002472,0.011307
0.010117,-0.012497,-0.008469,-0.000046,0.003525
0.006683,-0.014877,-0.007645,-0.006638,-0.001785
0.007874,-0.032227,-0.005035,-0.001144,0.007736
0.011307,-0.044724,0.001785,0.002426,-0.004257
0.008102,-0.048019,0.013184,-0.002609,0.006729
0.001648,-0.040054,0.028015,-0.008469,-0.004669
-0.002060,-0.021561,0.040604,-0.006317,0.002701
-0.006088,-0.012680,0.029572,-0.017670,0.006454
-0.007507,-0.012131,0.029617,-0.010345,-0.001831
