OutlierMethod,RMS used,Filter Type,Filter order,low,high,
STD 2,1,Chebyshev 2,3,200,500 
CH1,CH2,CH3,CH4,CH5 
-0.430367,-0.043716,-0.099380,-0.011398,-0.000778
-0.372952,0.116730,-0.067383,-0.000092,0.004807
-0.315536,0.238174,-0.508118,-0.000137,0.005997
-0.185532,0.306702,-0.506218,0.015976,-0.005127
-0.086243,0.286011,-0.504318,0.015884,0.002060
0.013367,0.181000,0.083862,0.003525,0.008194
0.108032,0.075989,0.399902,0.003159,0.006180
0.153717,-0.125565,0.522766,0.009659,-0.000275
0.178802,-0.222977,0.560074,0.000183,-0.002609
0.234421,-0.207962,0.528214,0.012039,0.007050
0.262299,-0.145340,0.279144,0.007004,0.008194
0.253922,-0.044449,0.197067,-0.013275,0.011169
0.214050,0.027420,0.272186,-0.014328,-0.003159
0.199402,0.050858,0.169281,-0.007736,0.003250
0.181366,0.011673,-0.242065,-0.002197,0.006271
0.115173,-0.081482,-0.434212,0.002014,-0.005585
0.042801,-0.157013,-0.626358,0.029572,0.003571
-0.020508,-0.182602,-0.206680,0.012451,0.005539
-0.087570,-0.197113,0.067612,-0.008194,0.005997
-0.148132,-0.172119,0.192307,-0.008469,0.001053
-0.155731,-0.086655,0.322037,0.010300,-0.001190
-0.185989,-0.018036,0.487015,0.015884,-0.001465
-0.217896,0.036026,0.552429,0.021469,0.005905
-0.242111,0.049576,0.444946,-0.001190,0.010666
-0.246964,0.062027,0.221512,-0.019592,0.004074
-0.173218,0.051956,-0.090958,-0.018356,-0.001831
-0.055756,0.048569,-0.238678,0.001785,-0.000870
0.031174,0.054153,-0.344696,0.003021,0.009293
0.161682,0.053055,-0.258453,0.002426,0.005447
0.272095,0.028519,-0.160904,-0.004395,-0.003708
0.325287,-0.005127,-0.400955,-0.006409,-0.001328
0.369644,0.002289,-0.521187,-0.018311,0.006958
0.304138,0.044540,-0.641418,0.004074,0.008194
0.094070,0.075256,-0.078278,0.008514,0.007690
-0.174316,0.066010,0.194595,0.024994,-0.002747
-0.397110,0.070175,0.102768,-0.006180,-0.002609
-0.474655,0.072784,-0.045868,-0.026596,0.005264
-0.454491,0.062485,0.130554,-0.017120,0.007233
-0.323421,0.057449,0.376099,-0.004990,0.000275
-0.192352,0.050537,0.482437,0.000595,-0.002197
0.063721,-0.004898,0.297638,-0.003662,0.000000
0.233734,-0.028702,-0.037216,-0.005997,0.003250
0.262619,-0.044449,-0.317505,-0.001465,0.003754
0.303772,-0.033096,-0.154083,0.007187,0.007416
0.296539,0.044174,0.208740,0.010483,0.010757
0.292648,0.114395,0.191666,0.014740,0.005814
0.249619,0.098511,-0.164932,0.001328,-0.001007
0.190430,0.030853,-0.258957,0.004578,-0.000229
0.148956,-0.036896,0.240509,-0.004440,0.003662
0.091919,-0.093658,0.592049,-0.011902,0.004807
-0.005676,-0.092651,0.787434,0.009888,0.008331
-0.165527,-0.029480,0.675058,0.010529,0.008469
-0.287476,0.012955,0.562683,0.015747,0.006775
-0.319153,-0.026047,-0.291458,0.011536,0.008881
-0.336685,-0.107437,-0.817841,0.002197,0.009064
-0.287659,-0.115906,-0.959152,0.002289,0.007278
-0.148315,-0.058548,-1.010605,-0.011856,0.007462
0.071228,0.020782,-0.750732,-0.023117,0.010162
0.267471,0.103455,-0.490860,-0.018677,0.006592
0.357605,0.129456,0.128906,-0.017120,0.000320
0.342178,0.081161,0.396286,-0.012268,-0.000458
0.263489,0.015701,0.395279,-0.000275,-0.003204
0.111694,-0.066513,0.231079,0.008652,0.004257
-0.055435,-0.182785,0.155731,0.005173,0.004074
-0.110092,-0.218033,0.339294,0.005859,0.004807
-0.108398,-0.224899,0.601410,0.003525,0.006271
-0.174042,-0.136826,0.585068,0.005814,0.010254
-0.293701,-0.010208,0.444214,0.001099,0.007095
-0.369278,0.130554,0.048523,-0.004578,0.007004
-0.355728,0.157379,-0.337509,-0.006729,0.009521
-0.247147,0.178802,-0.162277,0.003891,0.000916
-0.017578,0.067886,-0.080383,0.023712,0.001694
0.262665,-0.028198,-0.284637,0.018311,0.002747
0.390083,-0.063629,-0.320114,0.013779,0.002609
0.361942,-0.114532,0.017212,0.008972,0.004349
0.333801,-0.130966,0.419586,-0.003937,0.003616
0.111328,-0.116867,0.473190,-0.011948,0.006134
-0.095352,-0.075485,0.291870,-0.018356,0.009064
-0.190201,-0.029755,0.144791,-0.011581,0.007050
-0.253784,-0.015244,0.090408,-0.003342,0.008423
-0.259552,0.034195,0.063766,-0.002014,0.009613
-0.236984,0.090179,-0.228607,0.011673,0.007004
-0.199585,0.204712,-0.640961,0.004669,0.007874
-0.171936,0.247192,-0.845421,-0.008743,0.008148
-0.084229,0.197914,-0.815197,-0.016525,0.007919
0.043396,0.148636,-0.559393,0.017166,0.009705
0.183655,-0.038773,-0.303589,0.004761,0.001648
0.378983,-0.176376,0.147171,0.002930,-0.000870
0.442543,-0.233643,0.418213,0.011673,-0.002930
0.426533,-0.223022,0.583099,0.026688,0.002380
0.355791,-0.192215,0.572342,0.028152,0.002060
0.285049,-0.155228,0.470810,0.019272,0.004990
0.161865,-0.075577,0.404297,-0.002609,0.005814
0.040375,0.084824,0.497131,0.002884,0.004257
-0.090637,0.208099,0.624298,0.011765,0.001602
-0.204758,0.191895,0.450989,0.000320,-0.002243
-0.326294,0.087296,0.174820,0.011490,-0.003571
-0.341309,-0.056992,0.034973,0.022247,0.002975
-0.296219,-0.163788,-0.053970,0.014420,-0.001511
-0.301163,-0.195511,-0.179718,0.023300,0.001648
-0.268433,-0.201553,-0.352341,0.011810,-0.003479
-0.203705,-0.148727,-0.430389,0.000320,-0.002838
-0.162918,-0.085464,-0.496857,-0.019089,0.003754
-0.117279,0.016159,-0.244354,-0.024765,0.007324
-0.035110,0.125931,-0.011856,-0.031448,0.009521
0.042343,0.168777,0.231583,-0.018013,0.011261
0.044769,0.131104,0.424805,-0.004578,0.007828
0.002289,0.081436,0.179031,-0.004028,0.008240
-0.087982,0.013596,-0.343277,-0.018265,0.007736
-0.222107,-0.031906,-0.546867,-0.018471,0.009888
-0.280151,-0.047470,-0.373363,-0.018677,0.008743
-0.212357,-0.056534,-0.199860,-0.008286,0.009750
-0.120026,-0.046555,0.111969,0.002563,0.006180
0.051453,-0.013184,0.346710,0.004532,0.008469
0.225586,0.007965,0.466141,-0.001602,0.006226
0.353256,0.038956,0.279053,-0.010666,0.005081
0.359482,0.062622,-0.119980,-0.007874,0.004852
0.300247,0.092514,-0.086563,-0.015472,0.008148
0.224350,0.127258,0.109909,0.000320,0.005814
0.126480,0.174362,0.091095,0.011810,0.003250
-0.002106,0.184479,0.016525,0.011902,0.005859
-0.002884,0.171753,-0.199310,0.014053,0.005905
0.050720,0.135040,-0.303497,0.016663,0.006912
0.125244,0.086105,-0.079742,0.023758,0.008057
0.186218,0.032593,0.220047,0.031586,0.009109
0.160492,-0.052963,0.494339,0.014420,0.008102
0.151978,-0.143234,0.454193,0.002930,0.005997
0.230484,-0.172806,0.160858,-0.003983,0.005630
0.282349,-0.167313,0.163101,-0.014236,0.002975
0.148315,-0.140900,0.379486,-0.020325,0.004852
-0.115036,-0.072510,0.480698,-0.020691,0.005951
-0.348633,0.015015,0.283447,-0.006454,0.009796
-0.460831,-0.014099,-0.435150,-0.005585,0.006042
-0.466988,-0.107986,-0.715530,0.010666,-0.002197
-0.385426,-0.213455,-0.637527,0.015518,-0.001190
-0.303864,-0.220047,-0.559525,0.026138,-0.005859
-0.071228,-0.226639,-0.318695,0.026733,-0.003662
0.212402,-0.068802,-0.389969,0.003067,-0.000732
0.328857,0.063080,-0.365799,0.007370,-0.000549
0.345154,0.156143,-0.141037,0.023117,-0.001419
0.361450,0.153076,0.150101,0.020828,-0.001144
0.189789,0.078323,0.384293,0.005219,-0.001831
0.027557,-0.024216,0.511322,0.004715,0.002335
-0.127441,-0.084915,0.537827,0.002884,-0.000183
-0.266006,-0.105148,0.634323,-0.003708,-0.003204
-0.319702,-0.092194,0.622948,-0.016846,0.005173
-0.225357,-0.036072,0.611572,-0.018036,-0.002106
-0.085236,0.063995,0.375000,-0.017807,-0.006500
0.071777,0.160400,0.179169,-0.012543,0.000320
0.315125,0.230392,0.012772,-0.005310,0.002930
0.344582,0.210571,-0.056900,-0.008514,0.003616
0.374039,0.099701,-0.090775,-0.003342,0.004349
0.153442,-0.061249,-0.335449,-0.010117,-0.000870
-0.064728,-0.174591,-0.526794,-0.005447,-0.001968
-0.243530,-0.173126,-0.385895,0.001511,-0.002197
-0.398117,-0.105331,-0.362320,0.010437,0.005951
-0.370239,-0.027008,-0.471359,0.025635,0.009293
-0.342361,0.099152,-0.503220,0.007416,0.009109
-0.216431,0.172989,-0.416199,0.004257,0.005859
-0.108124,0.199860,-0.023209,0.007553,0.008011
0.025497,0.178162,0.412399,0.016800,0.004715
0.197754,0.130783,0.497955,0.023438,0.008652
0.241562,0.051178,0.336319,0.016983,0.009613
0.164795,-0.044815,0.085556,0.000320,0.010483
0.041199,-0.061478,0.165115,-0.014374,0.005493
-0.084503,-0.020050,0.509766,-0.022842,0.004028
-0.149551,0.031036,0.441193,-0.013458,-0.001236
-0.147354,-0.011719,-0.107437,-0.004074,-0.000641
-0.074844,-0.114624,-0.530273,0.009521,-0.001099
0.126205,-0.178665,-0.518555,0.005219,0.007233
0.291504,-0.199722,-0.215149,0.009521,0.006821
0.350189,-0.134445,-0.072189,0.004578,0.012405
0.345062,-0.041611,-0.093430,0.013687,0.008560
0.325745,-0.051498,-0.017029,0.011856,0.001190
0.165253,-0.133942,0.336868,0.005676,-0.002930
-0.019958,-0.187592,0.541351,-0.002289,0.006866
-0.168274,-0.118011,0.592621,-0.025681,0.011215
-0.293701,-0.050079,0.522720,-0.024490,0.009796
-0.347488,0.011948,0.413177,0.027466,0.008560
-0.401276,0.102722,-0.131470,0.024353,0.010620
-0.355865,0.170380,-0.755997,0.021240,0.008789
-0.210709,0.235291,-0.989456,-0.003021,0.004761
-0.007690,0.248245,-0.648994,-0.010391,0.005127
0.165848,0.208145,-0.308533,-0.010620,0.000092
0.242889,0.168045,0.289307,-0.003845,0.000046
0.234375,0.093292,0.377197,-0.012543,-0.005356
0.228882,0.028519,0.176468,-0.015976,0.003067
0.189651,-0.043945,0.069260,-0.015793,0.008377
0.077133,-0.097916,0.184891,-0.019592,0.008469
-0.035522,-0.156235,0.480698,-0.018311,0.004578
-0.151932,-0.242386,0.612259,-0.032181,-0.006317
-0.199860,-0.262115,0.507843,-0.031998,0.002884
-0.163971,-0.213409,0.520615,-0.023575,0.007828
-0.059738,-0.164703,0.369186,0.000870,0.003708
0.021698,-0.081436,0.000916,0.021011,-0.002106
0.104736,-0.017395,-0.295166,0.022247,-0.003433
0.140717,0.076767,-0.206589,0.019272,-0.001511
0.199677,0.179947,-0.161774,0.009109,0.001099
0.229248,0.264702,-0.114487,-0.000641,0.005814
0.194641,0.281994,0.005219,0.000320,0.008331
0.125427,0.203527,-0.140305,0.014969,0.005951
-0.021057,0.125061,-0.672890,0.012451,0.004990
-0.169739,-0.075165,-0.732777,0.008286,0.000320
-0.274200,-0.216660,-0.387629,-0.011169,-0.002289
-0.381226,-0.227715,-0.042480,-0.004944,-0.003159
-0.397110,-0.238770,0.280884,-0.015198,-0.003891
-0.357880,-0.145844,0.469894,-0.011307,-0.000275
-0.267838,-0.034882,0.533524,0.004166,0.004990
-0.158844,0.051727,0.463623,0.000046,0.005585
-0.057404,0.123138,0.565018,0.017029,0.003250
0.041107,0.181000,0.594360,0.019272,0.006866
0.208740,0.179214,0.693192,0.021515,0.008789
0.351654,0.133850,0.647049,-0.002518,0.000320
0.323593,0.050995,0.600906,-0.005585,0.000229
0.220322,-0.012634,-0.171616,-0.006500,-0.002655
0.178345,-0.090179,-0.782936,0.002197,0.000732
0.173676,-0.101120,-0.814991,0.011765,-0.001740
0.128632,-0.117599,-0.453501,0.001144,0.002975
0.166534,-0.156189,-0.092010,-0.002197,0.006134
0.222519,-0.210022,0.371750,-0.002289,0.006500
0.187729,-0.198395,0.277451,-0.000641,0.008881
0.068573,-0.145660,0.437393,-0.007095,0.011673
-0.063538,-0.085510,0.384888,-0.016251,0.001328
-0.179581,0.014648,-0.210938,-0.022659,0.000549
-0.272827,0.171570,-0.671310,-0.011169,0.004395
-0.268799,0.267242,-0.627296,0.000320,0.007004
-0.211304,0.280472,-0.583282,0.006775,0.007187
-0.207458,0.194618,0.002655,0.013550,0.001328
-0.192032,0.108765,0.433319,0.023529,-0.001419
-0.077591,-0.082306,0.726059,0.025681,-0.001648
0.030853,-0.192444,0.821938,0.027832,-0.000687
0.115356,-0.160309,0.825016,0.006134,-0.002975
0.161407,-0.030670,0.761805,0.011032,-0.001923
0.173859,0.096268,0.381452,0.005264,-0.004074
0.196747,0.112793,0.001099,0.000183,-0.001831
0.203796,0.079376,-0.721390,0.004349,0.005127
0.206085,-0.036301,-0.996391,0.001694,0.004486
0.206818,-0.165894,-0.767681,0.011398,0.004761
0.181091,-0.300636,-0.538971,0.001328,0.002335
0.148682,-0.373615,0.117508,0.005219,0.004761
0.122543,-0.344164,0.532013,0.004807,0.002197
0.067245,-0.228616,0.603081,-0.012039,0.003250
-0.001831,-0.113068,0.686268,-0.022202,0.007324
-0.062256,0.119019,0.682611,0.000320,0.006180
-0.170288,0.208397,0.503125,-0.005539,0.005310
-0.252136,0.230587,0.323639,-0.020599,0.005997
-0.347168,0.216986,0.178802,-0.024353,0.008194
-0.376785,0.203384,0.165802,-0.026642,0.009064
-0.405602,0.160858,-0.155136,-0.004395,0.008560
-0.374737,0.044586,-0.552635,-0.002289,0.005493
-0.343872,-0.109406,-0.593914,0.016479,-0.002930
-0.199310,-0.231766,-0.635193,-0.001144,-0.003571
-0.044632,-0.229500,-0.434875,-0.005997,-0.001419
0.130692,-0.227234,-0.260010,0.008148,-0.006317
0.263306,-0.081528,-0.106384,0.013687,-0.005219
0.275391,0.127258,0.017899,0.033325,-0.002838
0.223755,0.213203,0.229935,0.024857,0.006134
0.197571,0.248302,0.369415,0.007050,0.009109
0.197800,0.242369,0.496216,0.000870,0.009888
0.140625,0.236435,0.609283,0.011581,0.005951
0.072876,0.199814,0.461060,0.023254,0.006454
0.029480,0.158249,-0.027008,0.020187,0.006363
-0.010391,0.086929,-0.277176,0.016068,0.004349
-0.055618,-0.069214,-0.233505,-0.004990,0.006454
-0.036758,-0.224808,0.003799,-0.002655,0.007690
-0.016708,-0.263283,0.180817,-0.004120,0.009796
-0.000595,-0.249172,0.231125,-0.016479,0.003250
0.063629,-0.235062,-0.052643,-0.029709,-0.002060
0.143875,-0.103867,-0.333527,-0.031998,0.003067
0.174866,0.042389,-0.323776,-0.023552,0.008469
0.110596,0.146896,0.010254,-0.015106,0.009613
0.013046,0.170013,0.189285,-0.005081,0.007553
-0.014191,0.166351,0.151566,0.020828,0.008560
-0.007507,0.094849,0.044220,0.019592,-0.001373
-0.045227,-0.026047,-0.146164,-0.001328,0.001236
-0.105652,-0.139709,0.011673,-0.015244,0.009064
-0.199402,-0.170837,-0.040512,-0.009338,0.004257
-0.272232,-0.173401,-0.229111,0.008972,-0.003799
-0.306061,-0.141815,-0.256577,0.015701,0.005264
-0.279099,-0.113937,-0.336777,0.022430,0.007553
-0.104462,-0.052643,-0.429474,-0.011581,-0.000137
0.120529,0.019775,-0.346939,-0.024765,0.012085
0.285049,0.088120,-0.079834,-0.010712,0.008331
0.457832,0.093567,0.236801,0.020874,0.008560
0.550564,0.080383,0.496674,0.031036,0.001465
0.538290,0.065323,0.481796,0.013824,-0.004074
0.424602,0.059921,0.395645,0.002014,0.003525
0.310913,0.073380,0.481796,0.000320,0.008286
0.038681,0.125061,0.201508,0.014648,0.002289
-0.190887,0.156921,-0.088165,0.005127,-0.000595
-0.316864,0.134628,0.101212,0.003250,0.006134
-0.396538,0.114304,0.297867,-0.007095,0.007690
-0.464458,0.059235,-0.047516,-0.013550,0.004349
-0.519156,-0.076904,-0.509583,-0.018539,-0.000549
-0.534030,-0.160629,-0.520844,-0.010300,-0.004807
-0.489351,-0.179947,-0.337280,-0.004074,0.005264
-0.407410,-0.062759,-0.171204,-0.016891,0.007553
-0.325470,0.075577,-0.037262,-0.004028,-0.005630
-0.189835,0.113525,-0.024490,0.017899,-0.001328
-0.017487,0.011078,-0.274475,0.005951,0.009430
0.215195,-0.096451,-0.396194,0.010849,0.007828
0.369598,-0.162094,-0.087845,-0.001923,-0.001602
0.417389,-0.139206,0.110962,-0.005859,0.005447
0.370628,-0.029434,0.140945,-0.011856,0.007462
0.323868,0.050308,0.213409,-0.023804,-0.000320
0.155457,0.080521,0.282486,-0.026047,0.010300
-0.052002,0.023529,0.400452,-0.008698,0.003754
-0.242981,-0.040970,0.301529,0.025314,0.005219
-0.332703,-0.074066,0.247467,0.031471,0.003067
-0.392166,-0.112198,0.247238,0.027065,0.004852
-0.354767,-0.139801,0.166580,0.022659,0.007874
-0.232361,-0.125107,-0.020554,0.016434,0.006180
-0.044449,-0.120117,-0.259094,0.009109,0.007919
0.206818,-0.076309,-0.459641,-0.004303,0.002609
0.355614,-0.065094,-0.336914,-0.005035,-0.004669
0.422939,-0.073883,-0.005127,-0.006775,-0.003845
0.429411,-0.047516,0.266785,-0.024216,-0.002197
0.366866,0.042664,0.346664,-0.018219,0.000870
0.304321,0.131927,0.130463,-0.015930,-0.000778
0.192078,0.199356,-0.130783,0.005585,-0.003433
0.116547,0.225311,-0.434280,0.004074,-0.004669
0.032684,0.201920,-0.405991,0.001877,-0.004623
-0.030350,0.190430,-0.185898,-0.023438,0.001465
-0.080154,0.211258,-0.056625,-0.016708,-0.001236
-0.084274,0.212906,-0.034195,0.007278,-0.001511
-0.062073,0.137924,0.094574,0.015884,-0.001740
-0.026917,-0.012497,0.246368,0.025200,-0.003571
-0.063812,-0.201279,0.253464,0.021549,-0.002792
-0.150879,-0.264977,0.075714,0.017899,-0.000687
-0.201736,-0.254391,-0.019913,-0.011169,-0.005127
-0.166763,-0.243805,0.018173,-0.028976,0.002518
-0.102264,-0.118332,0.039780,-0.000504,0.003616
-0.160767,-0.080795,0.121719,0.000320,0.004578
-0.244766,-0.064407,0.267426,0.016754,0.009476
-0.357605,-0.054611,0.361908,0.028313,0.011948
-0.393585,-0.062622,0.330780,0.022923,0.004257
-0.385895,-0.040878,0.336182,0.017532,-0.001602
-0.346115,0.001511,0.092880,-0.004669,0.004349
-0.248520,0.038269,-0.538101,-0.023438,-0.003571
-0.068481,0.105331,-0.514503,-0.040009,0.002243
0.104095,0.249458,-0.490906,-0.033325,0.012314
0.256531,0.374233,-0.055298,-0.026642,0.010437
0.387268,0.402082,0.179214,-0.010391,0.004120
0.402969,0.324088,0.361496,0.003754,0.003250
0.340782,0.153209,0.097092,0.020233,-0.003754
0.278595,-0.017670,-0.253784,0.025314,-0.002930
0.192627,-0.257790,-0.339020,0.015060,0.002975
0.130371,-0.393391,-0.290634,-0.004074,0.002060
0.040558,-0.391542,-0.205856,0.004257,0.005173
0.054428,-0.312799,-0.242844,-0.008469,0.007828
0.085098,-0.234055,-0.039871,-0.009705,0.007553
0.038086,-0.152344,0.476257,-0.024307,0.004944
-0.013916,-0.040009,0.529999,-0.032890,0.007416
-0.067932,0.128448,0.583740,-0.029194,0.010071
-0.102081,0.240166,0.197021,-0.025497,0.007507
-0.099289,0.281147,-0.007507,0.001694,0.009109
-0.111008,0.243822,-0.072739,0.022659,0.006409
-0.149551,0.206497,-0.151382,0.030212,0.003754
-0.159210,0.112152,-0.038086,0.018265,0.004807
-0.181091,-0.039642,0.340439,0.028198,0.004349
-0.191895,-0.121124,0.467880,0.009430,0.005585
-0.065231,-0.134171,0.041656,0.001099,0.006866
0.088257,-0.098099,-0.405441,0.001144,0.006180
0.226410,-0.068619,-0.483307,-0.008286,0.006409
0.302078,-0.052460,-0.619537,0.020370,0.008423
0.294479,-0.040100,-0.820061,0.008789,0.006500
0.247971,-0.083176,-0.659489,-0.009521,0.002426
0.207825,-0.101944,-0.498917,0.013412,-0.001236
0.130005,-0.106155,-0.094711,0.001785,-0.002335
-0.043167,-0.099106,0.106064,0.004166,-0.000778
-0.196930,-0.119110,0.425125,0.001831,0.001465
-0.226547,-0.173904,0.650711,-0.003433,0.009659
-0.201187,-0.165024,0.809990,-0.012405,0.007874
-0.197113,-0.088715,0.875828,-0.017258,0.005127
-0.157837,-0.067291,0.669977,-0.015518,0.007599
-0.184158,-0.076904,0.464127,-0.005859,0.009109
-0.234100,-0.008789,-0.359436,-0.001099,0.008240
-0.243439,0.110275,-0.610405,-0.009155,0.008469
-0.112701,0.233528,-0.584324,0.003662,0.008606
0.097229,0.311886,-0.558243,0.004349,0.007141
0.307663,0.345274,-0.065277,0.000046,0.006226
0.351723,0.280601,0.390152,0.011398,0.006317
0.395782,0.215927,0.600906,0.028336,0.009613
0.318054,-0.034424,0.591957,0.033325,0.009613
0.219452,-0.208374,0.583008,0.001190,0.001877
0.159393,-0.284637,-0.266876,-0.020828,-0.002289
0.104187,-0.259438,-0.785271,-0.026733,0.000320
0.045593,-0.234238,-0.836781,-0.006592,0.002930
-0.002014,-0.097412,-0.498499,0.009109,0.000000
-0.022247,0.040283,-0.160217,-0.010025,0.000595
-0.034607,0.176834,0.265594,-0.017807,0.003845
-0.021561,0.199379,0.404846,-0.003525,0.003891
-0.048065,0.221924,0.467697,0.012634,0.001328
-0.103409,0.066101,0.597519,0.016113,0.010117
-0.133209,-0.105423,0.523453,0.028564,0.008011
-0.141083,-0.179123,0.297089,0.034332,0.008926
-0.192627,-0.152206,0.151291,0.041496,0.008469
-0.195923,-0.118469,0.219131,0.032627,0.008469
-0.166260,-0.116043,0.363785,0.023758,0.008743
-0.131470,-0.104004,0.445450,0.001877,0.006546
-0.102356,-0.099518,0.514984,-0.002701,0.004349
-0.134995,-0.101257,0.108536,-0.002243,0.007462
-0.201599,-0.113525,-0.577789,-0.027603,-0.000549
-0.144470,-0.096588,-0.529175,-0.018814,-0.002151
-0.063354,-0.074066,-0.480560,-0.031448,-0.001419
0.022522,-0.025497,-0.344696,-0.034058,-0.004990
0.053787,0.017532,-0.362228,-0.032570,-0.004761
0.002243,0.064041,-0.284088,-0.031082,-0.002335
-0.016296,0.078873,-0.125565,-0.028427,0.006180
-0.009842,0.143326,-0.148132,-0.028702,0.003250
0.026276,0.206497,-0.095535,-0.010895,-0.001740
0.056808,0.240921,0.060150,0.010529,-0.002289
0.051453,0.273537,0.421555,0.021286,0.000824
-0.053284,0.274349,0.480927,0.030396,0.000046
-0.115173,0.225019,0.140945,0.019890,-0.000687
-0.121628,0.175690,-0.273834,0.009384,0.004028
-0.125839,0.099930,-0.387543,-0.026733,0.006134
-0.099518,0.048477,-0.242661,-0.037605,0.006638
-0.084045,-0.016663,-0.019318,-0.029675,0.006180
0.049164,-0.077454,0.246414,-0.021744,0.006500
0.172119,-0.140762,0.350510,0.005676,0.010345
0.278595,-0.222336,0.325836,-0.003204,0.010254
0.288437,-0.234329,0.200089,0.011261,0.009018
0.223846,-0.149963,0.042801,0.030441,0.008926
0.162506,-0.017487,-0.079056,0.054222,0.008789
0.055618,0.067566,-0.316498,0.065060,0.006592
0.025040,0.102768,-0.338058,0.059149,0.007507
0.003662,0.074799,-0.055573,0.029277,0.004349
-0.052002,0.005997,0.116043,-0.000595,-0.001099
-0.093750,-0.053375,-0.083359,-0.024490,0.000092
-0.072830,-0.088257,0.021423,-0.028152,0.002563
0.042664,-0.088211,0.395370,-0.031815,0.006134
0.125610,-0.086105,0.553802,-0.007095,-0.000687
0.107300,-0.098877,0.095535,0.010208,0.000320
0.029617,-0.058823,-0.234695,-0.002060,0.000275
-0.088623,0.034332,-0.260971,-0.017487,-0.003525
-0.192902,0.048935,-0.544922,-0.006317,-0.002838
-0.159302,0.015793,-0.507660,-0.017807,0.000916
-0.043579,0.001831,-0.470398,-0.006638,0.001877
0.040283,-0.049347,0.153625,-0.009659,0.003891
0.035568,-0.085602,0.612625,-0.013412,0.004349
0.063171,-0.098099,0.614456,-0.003616,0.005081
0.071228,-0.035248,0.491318,0.007828,0.004807
0.060150,0.023758,0.485413,-0.003891,0.006592
0.103729,0.044312,0.256119,-0.012589,0.009476
0.143555,0.016663,-0.144150,-0.005356,0.008560
0.053741,0.042984,-0.100571,0.018539,0.007095
-0.025497,0.085831,-0.099472,0.028976,0.003891
-0.071777,0.114349,-0.558472,0.025154,0.003250
-0.150055,0.025726,-0.770966,0.021332,0.001648
-0.153625,-0.123093,-0.569275,0.018585,-0.006638
-0.061157,-0.183746,-0.367584,0.011948,-0.004028
0.084320,-0.186172,0.229660,-0.005447,0.003525
0.229980,-0.131012,0.546753,-0.001373,0.005493
0.386536,-0.077545,0.534760,-0.000320,0.006866
0.410385,-0.046738,0.522766,0.007278,0.001373
0.392555,-0.085693,0.116959,0.005722,-0.002792
0.374725,-0.161179,-0.048660,-0.004852,-0.001923
0.262207,-0.195969,0.091644,-0.015060,-0.002792
0.071594,-0.197662,0.297363,-0.014740,-0.003983
-0.144836,-0.187180,0.264679,-0.025543,0.003799
-0.329041,-0.066879,0.028564,-0.024078,0.007095
-0.441742,0.118469,0.034790,-0.017258,0.010117
-0.506218,0.270996,0.180542,-0.023117,0.009796
-0.516117,0.393036,0.408142,-0.013321,0.002609
-0.481356,0.470970,0.513016,-0.002609,-0.001328
-0.432458,0.462444,0.561401,0.006180,-0.002930
-0.383560,0.357061,0.423157,0.009109,-0.001556
-0.318237,0.189883,-0.142639,0.010986,0.004211
-0.293289,0.022705,-0.797562,0.002609,0.000778
-0.236938,-0.189560,-0.878883,0.022705,0.004761
-0.185349,-0.283401,-0.562397,0.014557,0.005997
-0.089539,-0.276901,-0.245911,-0.010345,0.009476
0.006134,-0.211372,0.065323,-0.019592,0.008560
0.154358,-0.145844,0.215515,-0.022476,0.006592
0.349182,-0.040833,0.254379,-0.011261,0.007645
0.468567,0.001144,0.150009,0.001602,0.006134
0.533752,0.013962,0.070633,0.007278,0.006134
0.543457,0.064224,0.131058,0.009064,0.008789
0.488113,0.150742,-0.051041,-0.000870,0.010574
0.370583,0.251999,-0.278641,-0.000366,0.007690
0.253052,0.247147,-0.134079,0.006134,0.009247
0.093842,0.109360,0.026230,0.026390,0.011490
0.000275,-0.028427,-0.007141,0.028347,0.006454
-0.055298,-0.237144,0.119247,0.030304,0.012268
-0.021240,-0.362926,0.271408,0.008377,0.008423
0.022522,-0.372580,0.439407,-0.006042,0.012543
-0.030258,-0.315997,0.556000,-0.015839,0.008926
-0.142685,-0.235338,0.366829,-0.024170,0.001373
-0.291367,-0.154678,0.177658,-0.014923,-0.000458
-0.382713,-0.015381,-0.585663,-0.009155,0.000275
-0.399204,0.058044,-0.647209,0.018219,0.006683
-0.362291,0.133575,-0.454617,0.019775,0.010574
-0.325378,0.182373,-0.262024,0.016434,0.001144
-0.192856,0.213547,-0.003067,0.007004,-0.001007
-0.060699,0.197960,0.085648,-0.002289,0.005676
0.177063,0.182373,0.054611,-0.017303,0.006592
0.348358,0.121628,-0.065186,-0.020370,0.009109
0.477219,0.083359,-0.091965,-0.023438,0.011078
0.538536,0.031860,-0.013596,-0.010254,0.004486
0.520306,-0.068802,0.206085,-0.005539,-0.002747
0.431997,-0.160034,0.474243,0.002975,0.006592
0.343689,-0.236160,0.637917,0.008560,-0.004715
0.174042,-0.222633,0.578465,0.003067,0.007553
-0.019913,-0.209106,0.519012,-0.013779,-0.001877
-0.236206,-0.099335,-0.213867,-0.010620,-0.001053
-0.365021,0.060791,-0.594910,-0.015472,0.009521
-0.411461,0.198898,-0.492920,-0.018768,-0.000870
-0.407650,0.266510,-0.390930,-0.004303,0.003021
-0.403839,0.263168,0.102402,0.009659,0.007874
-0.375916,0.220940,0.373306,0.019638,-0.001831
